anime_id;Name;Rating;Type;Genre;Studios;Producers;Licensors;Voice_Actors
3355;Fortune Dogs;6.46;TV;['Adventure'];['Vega Entertainment'];[None];[None];['Kobayashi, Yumiko']
3185;Fortune Quest L (Fortune Quest);6.46;TV;['Adventure', 'Comedy', 'Fantasy', 'Magic'];[None];['E&G Films'];['Media Blasters'];['Kasai, Ritsuko', 'Morikawa, Toshiyuki', 'Ishimura, Tomoko', 'Onishi, Takeharu', 'Takato, Yasuhiro', 'Iwanaga, Tetsuya', 'Nakagawa, Akiko']
31561;Gangsta. Recap (Gangsta.);6.46;Special;['Action', 'Drama', 'Seinen'];['Manglobe'];[None];[None];[None, None, None]
336;Ginyuu Mokushiroku Meine Liebe;6.46;TV;['Fantasy', 'Shoujo'];['Bee Train'];['Rondo Robe'];[None];['Seki, Toshihiko', 'Ishida, Akira', 'Hoshi, Soichiro', 'Sakurai, Takahiro', 'Seki, Tomokazu', 'Koyasu, Takehito']
3481;Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu;6.46;Movie;['Action', 'Mecha', 'Sci-Fi', 'Shounen'];[None];['Dynamic Planning'];[None];['Kamiya, Akira', 'Ishimaru, Hiroya', 'Yamada, Keaton', 'Tomiyama, Kei', 'Ootake, Hiroshi', 'Noda, Keiichi', 'Yanami, Jouji']
33474;Haha wo Tazunete Sanzenri (Movie);6.46;Movie;['Adventure', 'Drama', 'Historical', 'Slice of Life'];['Nippon Animation'];[None];[None];[None]
31675;Haikyuu!! Quest Picture Drama;6.47;OVA;['Comedy', 'Fantasy', 'Game', 'Shounen'];['Production I.G'];['Bandai Namco Entertainment'];[None];['Murase, Ayumu', 'Ishikawa, Kaito', 'Namikawa, Daisuke', 'Kaji, Yuki', 'Yoshino, Hiroyuki', 'Matsukawa, Hiroki']
2207;Hamelin no Violin Hiki: The Movie;6.45;Movie;['Adventure', 'Comedy', 'Fantasy'];['Nippon Animation'];['Pony Canyon'];[None];['Yao, Kazuki', 'Sakuma, Rei', 'Seki, Toshihiko', 'Yokoyama, Chisa']
41531;Hataraku Saibou Black (Cells at Work [Black]);6.45;ONA;['Action', 'Seinen'];[None];[None];[None];[None]
257;Ikkitousen (Ikki Tousen);6.46;TV;['Ecchi', 'Super Power', 'Martial Arts', 'School'];['J.C.Staff'];['Genco', 'Cosmic Ray', 'Eye Move', 'Bushiroad'];['Funimation', 'Geneon Entertainment USA'];['Kaida, Yuuko', 'Asano, Masumi', 'Hino, Satoshi', 'Morikubo, Shoutarou']
1839;Jagainu-kun;6.45;TV;['Adventure', 'Fantasy', 'Kids', 'Shoujo', 'Slice of Life'];[None];['Aniplex'];[None];['Kobayashi, Sanae', 'Adachi, Shinobu']
3129;Kaibutsu-kun;6.47;TV;['Comedy', 'Horror'];['Studio Zero', 'Tokyo Movie'];['TBS'];[None];[None]
19685;Kanojo ga Flag wo Oraretara (If Her Flag Breaks);6.46;TV;['Comedy', 'Harem', 'Romance', 'School'];['Hoods Entertainment'];['KlockWorx'];['NIS America, Inc.'];['Kayano, Ai', 'Kido, Ibuki', 'Osaka, Ryota', 'Asumi, Kana']
33244;Kiitarou Shounen no Youkai Enikki (Kiitaro's yokai picture diary);6.46;TV;['Comedy', 'Supernatural'];['Creators in Pack'];['Cloud22'];[None];['Igarashi, Hiromi', 'Naganawa, Maria', 'Nakada, Arisa', 'Kitamura, Eri', 'Ohara, Sayaka']
31598;Luger Code 1951;6.46;ONA;['Action', 'Fantasy', 'Shounen'];['Studio Deen'];['Aniplex'];[None];['Tadokoro, Azusa', 'Watanabe, Keaki', 'Eguchi, Takuya']
32321;Lupin III (2015): Italian Game;6.46;Special;['Action', 'Adventure', 'Comedy', 'Seinen'];['TMS Entertainment'];['Telecom Animation Film'];[None];['Kurita, Kanichi', 'Kobayashi, Kiyoshi', 'Sawashiro, Miyuki', 'Namikawa, Daisuke', 'Yamadera, Kouichi']
20441;Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki;6.49;Movie;['Adventure', 'Comedy', 'Mystery'];['TMS Entertainment'];[None];[None];['Hirokawa, Taichirou', 'Tomita, Kousei']
12921;Morita-san wa Mukuchi. Specials;6.45;Special;['Comedy', 'School', 'Slice of Life'];['Seven'];['DAX Production', 'Takeshobo'];[None];['Hanazawa, Kana', 'Nanjou, Yoshino', 'Tomatsu, Haruka', 'Hayami, Saori']
39975;Android Girl feat. Hatsune Miku (Android Girl);6.45;Music;['Music'];[None];[None];[None];[None]
9795;Atashin'chi Movie;6.45;Movie;['Comedy', 'Super Power'];['Toei Animation'];[None];[None];[None]
3232;Bannou Bunka Neko-Musume Specials;6.45;Special;['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Seinen'];['Production Reed'];['Movic'];[None];['Hayashibara, Megumi', None]
32379;Berserk;6.44;TV;['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Romance', 'Seinen', 'Supernatural'];['Millepensee', 'GEMBA'];['WOWOW', 'Mainichi Broadcasting System', 'Hakusensha', 'Ultra Super Pictures', 'LIDENFILMS', 'NBCUniversal Entertainment Japan', 'Lucent Pictures Entertainment', 'Docomo Anime Store', 'Koei Tecmo Games', 'Rialto Entertainment'];['Funimation', 'Crunchyroll'];['Iwanaga, Hiroaki', 'Yukinari, Toa', 'Mizuhara, Kaoru', 'Shimono, Hiro']
999;Blue Seed 2 (Blue Seed Beyond);6.46;OVA;['Action', 'Comedy', 'Drama', 'Ecchi', 'Horror', 'Mystery', 'Sci-Fi', 'Supernatural'];['Production I.G'];['Movic'];['ADV Films', 'Discotek Media'];['Inoue, Kazuhiko', 'Hayashibara, Megumi', 'Mitsuishi, Kotono', 'Orikasa, Ai', 'Iwao, Junko', 'Ootsuka, Akio', 'Tamagawa, Sakiko', None, None]
31573;Brave Beats;6.45;TV;['Adventure', 'Music'];['Bandai Namco Pictures'];[None];[None];['Kokido, Shiho', 'Sugaya, Yayoi', 'Takahashi, Meguru', 'Yoshida, Yuuri', 'Sakurai, Tooru', 'Kitamura, Kenji', 'Mikutsu, Yuko']
6511;Chou Seimeitai Transformers Beast Wars Neo (Beast Wars Neo);6.44;TV;['Action', 'Adventure', 'Space', 'Mecha', 'Shounen'];['Production Reed'];[None];[None];['Ryuzanji, Show', 'Inoue, Junichi']
35346;Cinderella Girls Gekijou: Kayou Cinderella Theater;6.45;ONA;['Comedy', 'Slice of Life'];['Gathering', 'Lesprit'];['Frontier Works', 'Half H.P Studio', 'Nippon Columbia', 'Bandai Namco Entertainment', 'Anime Consortium Japan'];['Crunchyroll'];['Fukuhara, Ayaka', 'Suzaki, Aya']
3028;Cluster Edge Specials;6.45;Special;['Action', 'Fantasy', 'Military', 'Sci-Fi'];[None];[None];['Sentai Filmworks'];['Yoshino, Hiroyuki', 'Shimono, Hiro', 'Fukuyama, Jun', 'Inoue, Gou', 'Kishio, Daisuke']
36136;Crystal Clear;6.45;Music;['Music', 'Space'];[None];['RX-RECORDS', 'UK.PROJECT INC.'];[None];[None]
33686;Cyborg 009: Call of Justice 2;6.45;Movie;['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen'];['OLM Digital', 'Signal.MD'];[None];[None];['Koumoto, Keisuke', 'Satou, Takuya', 'Hino, Satoshi', 'Taneda, Risa', 'Satou, Setsuji', 'Fukuen, Misato', 'Sugisaki, Ryou', 'Ishiya, Haruki', 'Nomura, Kenji', 'Madono, Mitsuaki']
31683;Danchigai: Juusan Goutou Sentou Ikitai!!;6.45;Special;['Slice of Life', 'Comedy'];['Creators in Pack'];['DAX Production'];[None];['Akesaka, Satomi', 'Komatsu, Mikako', 'Horino, Sayaka', 'Tokui, Sora', 'Abe, Atsushi']
5618;Dokonjou Gaeru;6.45;TV;['Slice of Life', 'Comedy', 'Shounen'];['Tokyo Movie Shinsha'];['Asahi Broadcasting'];[None];['Chijimatsu, Sachiko', 'Nozawa, Masako', 'Kuri, Youko']
38055;Evangelion: Another Impact (VR) (evangelion: Another Impact);6.44;Movie;['Action', 'Mecha', 'Sci-Fi'];[None];[None];[None];[None]
29231;Fushigiboshi no☆Futagohime Gyu! Recap;6.46;OVA;['Comedy', 'Magic', 'Shoujo'];[None];['Hal Film Maker', 'Nihon Ad Systems'];[None];[None]
34213;Getsuyoubi no Tawawa;6.45;ONA;['Slice of Life', 'Ecchi'];['Pine Jam'];['NBCUniversal Entertainment Japan', 'i0+'];[None];['Harada, Sayaka', 'Majima, Junji', 'Takumi, Yasuaki']
33024;Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa;6.45;Special;['Action', 'Sci-Fi', 'Space', 'Mecha', 'School', 'Seinen'];['Orange', 'Seven Arcs Pictures'];['Sotsu'];['Sentai Filmworks'];['Amamiya, Sora', 'Suzuki, Aina', 'Yonaga, Tsubasa', 'Saitou, Souma']
3146;GR: Giant Robo;6.45;TV;['Adventure', 'Mecha', 'Military', 'Sci-Fi', 'Shounen'];['A.C.G.T.'];['Soft Garage'];[None];['Namikawa, Daisuke', 'Sawai, Miyuu', 'Dodo, Asako', 'Park, Romi']
8839;Gundam Neo Experience 0087: Green Divers;6.45;Movie;['Adventure', 'Space', 'Mecha'];['Sunrise'];['Bandai Visual'];[None];[None]
14145;Hanayaka Nari, Waga Ichizoku: Kinetograph;6.45;OVA;['Historical', 'Drama', 'Josei'];['Anpro', 'teamKG'];['Lantis'];[None];['Tasaka, Hideki', 'Kakehashi, Atsushi', 'Kishio, Daisuke', 'Maeda, Takeshi', 'Saitou, Yuka', 'Okamoto, Nobuhiko', 'Miyauchi, Atsushi']
9950;Hulu Xiongdi;6.44;TV;['Action', 'Super Power'];[None];[None];[None];[None]
22049;Just Awake;6.45;Music;['Action', 'Music', 'Sci-Fi'];[None];['VAP'];[None];[None]
32682;Kagewani: Shou (Kagewani -II-);6.46;TV;['Mystery', 'Horror', 'Supernatural', 'Thriller'];['Tomovies'];['Directions'];[None];['Sugita, Tomokazu']
4760;Kanokon Specials;6.45;Special;['Ecchi'];['Xebec'];[None];[None];['Kawasumi, Ayako', 'Takeuchi, Miyu', 'Noto, Mamiko']
5828;Kishin Douji Zenki Gaiden: Anki Kitan;6.45;OVA;['Action', 'Demons', 'Supernatural'];['Studio Deen'];[None];[None];['Kosugi, Juurouta', 'Yokoyama, Chisa']
37106;Kitsune no Koe (Voice of Fox);6.45;TV;['Music'];['Yumeta Company'];['Success Corp.', 'Tavac', 'iQIYI'];[None];['Kawanishi, Kengo', 'Suganuma, Hisayoshi', 'Hino, Satoshi', 'Kouri, Arisa']
7430;Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko;6.45;OVA;['Action', 'Adventure', 'Comedy', 'Ecchi', 'Kids', 'Magic', 'Romance', 'Super Power', 'Supernatural'];['Toei Animation'];[None];[None];['Takahashi, Hiroki']
37254;Last Period: Owarinaki Rasen no Monogatari;6.45;TV;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic'];['J.C.Staff'];['Egg Firm'];[None];['Tamura, Yukari', 'Hanae, Natsuki', 'Murase, Ayumu', 'Kikuchi, Mika']
29855;Meiji Tokyo Renka Movie 1: Yumihari no Serenade;6.45;Movie;['Fantasy', 'Harem', 'Romance', 'Shoujo'];['Studio Deen'];['MAGES.'];[None];['KENN', 'Morohoshi, Sumire', 'Namikawa, Daisuke', 'Fukuyama, Jun', 'Okamoto, Nobuhiko', 'Morikawa, Toshiyuki', 'Toriumi, Kousuke', 'Tachibana, Shinnosuke']
2733;MiniPato (Mobile Police Patlabor Minimum);6.45;Movie;['Parody'];['Production I.G'];['Bandai Visual', 'Tohokushinsha Film Corporation'];['Maiden Japan', 'Geneon Entertainment USA'];['Oobayashi, Ryuusuke', 'Sakakibara, Yoshiko', 'Chiba, Shigeru']
8783;Nezha Nao Hai (Prince Nezha's Triumph Against Dragon King);6.44;Movie;['Kids'];['Shanghai Animation Film Studio'];[None];[None];[None]
4013;Paul no Miracle Daisakusen (Paul in Fantasy Island);6.45;TV;['Action', 'Adventure', 'Kids'];['Tatsunoko Production'];['Fuji TV'];[None];['Shirakawa, Sumiko', 'Yokozawa, Keiko']
8438;Pokemon Ranger: Hikari no Kiseki (Pokémon Ranger: Guardian Signs);6.45;Special;['Adventure', 'Comedy', 'Fantasy', 'Kids'];['OLM'];['TV Tokyo'];['The Pokemon Company International'];['Hasome, Tatsuya']
1854;Rockman Hoshi ni Negai wo (MegaMan: Wishing upon a Star);6.45;OVA;['Action', 'Sci-Fi', 'Adventure'];[None];[None];[None];['Shiina, Hekiru', 'Naka, Hiroshi', 'Takagi, Wataru', 'Ogata, Kenichi']
31593;Rokka no Yuusha Picture Drama;6.46;Special;['Action', 'Adventure', 'Mystery', 'Magic', 'Fantasy'];['Passione'];[None];[None];[None, None, None]
12611;Sengoku Collection;6.45;TV;['Fantasy', 'Parody', 'Samurai'];"[""Brain's Base""]";['TV Tokyo', 'Nihon Ad Systems', 'ZERO-A'];['Nozomi Entertainment'];['Hanazawa, Kana', 'Ookubo, Rumi', 'Watanabe, Akeno', 'Tsunematsu, Ayumi', 'Nishi, Asuka', 'Shiraishi, Haruka', 'Horie, Yui', 'Kudou, Haruka', 'Noto, Mamiko', 'Satou, Rina']
17345;Senran Kagura Specials;6.45;Special;['Ecchi'];['Artland'];['Genco', 'Media Factory', 'Marvelous AQL'];[None];['Harada, Hitomi', 'Kobayashi, Yuu', 'Mizuhashi, Kaori', 'Kitamura, Eri', 'Imai, Asami', 'Iguchi, Yuka']
32728;Sensou no Tsukurikata (What Happens Before War?);6.46;Movie;['Drama'];['Saigo no Shudan'];[None];[None];['Matsumoto, Marika']
1960;Sore Ike! Anpanman;6.46;TV;['Comedy', 'Kids', 'Fantasy'];['TMS Entertainment'];['Sotsu'];[None];['Toda, Keiko', 'Nakao, Ryusei', 'Yanagisawa, Michiyo', 'Tominaga, Miina', 'Kimotsuki, Kaneta', 'Tsuru, Hiromi', 'Kanai, Mika', 'Yamadera, Kouichi', 'Masuoka, Hiroshi', 'Nagasawa, Miki']
39987;Strike Witches: 501 Butai Hasshin Shimasu! Movie;6.43;Movie;['Military', 'Sci-Fi', 'Comedy', 'Shounen'];['Acca effe', 'Giga Production'];[None];['Funimation'];[None]
817;Tactical Roar;6.45;TV;['Comedy', 'Military', 'Romance', 'Sci-Fi'];['Actas'];['Bandai Visual', 'Lantis'];[None];['Nakahara, Mai', 'Suganuma, Hisayoshi', 'Takahashi, Mikako']
28861;Takamiya Nasuno Desu!: Teekyuu Spin-off;6.45;TV;['Slice of Life', 'Comedy', 'Shounen'];['Millepensee'];['DAX Production', 'Earth Star Entertainment'];[None];['Narumi, Kyoko', 'Osaka, Ryota']
27629;Tantei Kageki Milky Holmes TD;6.45;TV;['Mystery', 'Comedy', 'Super Power'];['J.C.Staff', 'Nomad'];['Sotsu', 'Bushiroad', 'Chrono Gear Creative'];[None];['Mimori, Suzuko', 'Sasaki, Mikoi', 'Kitta, Izumi', 'Tokui, Sora', 'Nitta, Emi']
4154;Time Bokan Series: Yattodetaman (Firebird);6.45;TV;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mecha'];['Tatsunoko Production'];[None];[None];['Sogabe, Kazuyuki', 'Miura, Masako', 'Tatekabe, Kazuya', 'Ohara, Noriko', 'Yanami, Jouji']
31055;Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix;6.46;Movie;['Music', 'Slice of Life', 'School', 'Shoujo'];['10Gauge'];['Avex Pictures', 'Q-Tec'];[None];['Akaneya, Himika', 'Kubota, Miyu', 'Serizawa, Yuu', 'Makino, Yui', 'Yamakita, Saki', 'Wakai, Yuuki', 'Watanabe, Yui', 'Akasaki, Chinatsu', 'Shibuya, Azuki', 'Satou, Azusa']
925;Transformers: The☆Headmasters (Transformers The Headmasters);6.45;TV;['Action', 'Sci-Fi', 'Adventure', 'Space', 'Mecha', 'Shounen'];['Toei Animation'];[None];[None];['Genda, Tessyo', 'Ishimaru, Hiroya', 'Katou, Seizou', None, None]
4533;Uchuu Kazoku Carlvinson;6.47;OVA;['Comedy', 'Fantasy', 'Sci-Fi'];['Doga Kobo'];[None];[None];['Genda, Tessyo', 'Fujita, Toshiko', 'Shou, Mayumi']
21103;Utopia;6.45;Music;['Music'];['P.A. Works'];[None];[None];[None, None, None, None, None, None, None, None, None, None]
35231;Vatican Kiseki Chousakan: Majo no Soup;6.46;OVA;['Mystery', 'Supernatural', 'Drama'];[None];[None];[None];[None]
40971;Newsong;6.44;Music;['Sci-Fi', 'Music'];[None];['SME Records'];[None];[None]
16331;Next A-Class;6.44;ONA;['Action', 'Cars', 'Sci-Fi'];['Production I.G'];[None];[None];['Sawashiro, Miyuki', 'Tsuda, Kenjirou', 'Suzumura, Kenichi']
40515;Nihon Chinbotsu 2020 (Japan Sinks: 2020);6.44;ONA;['Sci-Fi', 'Drama'];['Science SARU'];[None];[None];['Ueda, Reina', 'Sasaki, Yuko', 'Muranaka, Tomo', 'Terasoma, Masaki']
39163;Nonsense Bungaku (Literary Nonsense);6.46;Music;['Music'];[None];[None];[None];[None]
920;Nurse Witch Komugi-chan Magikarte Special;6.45;Special;['Comedy', 'Magic', 'Parody'];['Kyoto Animation', 'Tatsunoko Production'];['Rondo Robe', 'Pioneer LDC', 'Toshiba Entertainment'];['ADV Films'];['Momoi, Haruko', None, 'Ueda, Yuuji']
13283;One Off;6.44;OVA;['Slice of Life'];['TYO Animations'];['Dentsu', 'TYO'];[None];['Kobayashi, Yuu', 'Gotou, Saori', 'Kitamura, Eri', 'Hayami, Saori', 'Yahagi, Sayuri']
18857;Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials;6.44;ONA;['Slice of Life', 'Comedy', 'Romance'];['A-1 Pictures'];['Aniplex'];['Aniplex of America'];['Taketatsu, Ayana', 'Nakamura, Yuuichi']
38262;Pingu in the City (2018) (Pingu in the City);6.44;TV;['Slice of Life', 'Comedy', 'Kids'];['DandeLion Animation Studio'];['NHK', 'Polygon Pictures', 'NHK Enterprises', 'Mattel Creations'];[None];[None]
10916;Pokemon: Pikachu no Fuyuyasumi (2000);6.44;OVA;['Adventure', 'Comedy', 'Fantasy', 'Kids'];['OLM'];[None];['4Kids Entertainment'];['Ootani, Ikue']
4910;Pokemon: Pikachu no Wanpaku Island (Pikachu's Island Adventure);6.44;Special;['Adventure', 'Comedy', 'Fantasy', 'Kids'];['OLM'];[None];['Viz Media', 'The Pokemon Company International'];['Ootani, Ikue', 'Inuyama, Inuko']
38412;Qing Chi Hong Xiaodou Ba! (Little Bean);6.42;ONA;['Slice of Life', 'Comedy'];['Making Animation'];[None];[None];[None]
10346;Ring ni Kakero 1: Sekai Taikai-hen;6.44;TV;['Sports'];['Toei Animation'];[None];[None];[None, None, None]
34903;RoboMasters the Animated Series;6.44;TV;['Action', 'Mecha', 'School'];['Gonzo', 'DandeLion Animation Studio'];['DJI'];[None];['Yamashita, Daiki', 'Umehara, Yuuichirou', 'Ookubo, Rumi', 'Lynn']
21679;Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA;6.44;OVA;['Ecchi', 'Comedy', 'Romance', 'Supernatural', 'Shounen'];['Project No.9'];[None];[None];['Hashimoto, Chinami', 'Ogura, Yui', 'Terakawa, Aimi', 'Majima, Junji', 'Takumi, Yasuaki']
4723;Seishun Anime Zenshuu (Animated Classics of Japanese Literature);6.48;TV;['Historical', 'Drama', 'Romance'];['Nippon Animation'];[None];[None];[None]
836;Sister Princess;6.44;TV;['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life'];['Zexcs'];['Starchild Records', 'TV Tokyo Music', 'GANSIS'];['ADV Films', 'Discotek Media'];['Nojima, Kenji', 'Mizuki, Nana', 'Kobayashi, Yumiko', 'Horie, Yui', 'Kuwatani, Natsuko', 'Kawasumi, Ayako', 'Hyo-sei', 'Hanba, Tomoe', 'Kakazu, Yumi', 'Chiba, Chiemi']
38004;Strike Witches: 501 Butai Hasshin Shimasu!;6.45;TV;['Military', 'Sci-Fi', 'Comedy', 'Shounen'];['Acca effe', 'Giga Production'];['Nippon Columbia', 'Glovision', 'Anime Beans'];['Funimation'];['Kadowaki, Mai', 'Nogawa, Sakura', 'Ohashi, Ayuru', 'Saito, Chiwa', 'Fukuen, Misato', 'Sonozaki, Mie', 'Seto, Saori', 'Nazuka, Kaori', 'Sawashiro, Miyuki', 'Koshimizu, Ami']
34532;Terra Formars: Earth-hen;6.43;OVA;['Action', 'Sci-Fi', 'Space', 'Horror', 'Drama', 'Seinen'];['LIDENFILMS'];['Shueisha'];[None];[None]
10005;Tetsujin 28-gou: Hakuchuu no Zangetsu;6.44;Movie;['Action', 'Adventure', 'Mecha', 'Sci-Fi'];['Palm Studio'];[None];['Discotek Media'];[None]
685;To Heart: Remember My Memories;6.44;TV;['Drama', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Slice of Life'];['OLM', 'AIC ASTA'];['Rondo Robe'];[None];['Horie, Yui', 'Kawasumi, Ayako', 'Ichijo, Kazuya']
4387;UFO Robo Grendizer tai Great Mazinger;6.44;Movie;['Mecha', 'Sci-Fi'];[None];['Dynamic Planning'];[None];['Ishimaru, Hiroya', 'Tomiyama, Kei', 'Noda, Keiichi', 'Kawashima, Chiyoko']
6878;Usavich Special;6.44;Special;['Adventure', 'Comedy'];['Kanaban Graphics'];[None];[None];[None, 'Ueno, Hironori']
1107;Youjuu Toshi (Wicked City);6.44;Movie;['Action', 'Adventure', 'Demons', 'Drama', 'Horror', 'Super Power'];['Madhouse'];['Japan Home Video'];['Discotek Media', 'Urban Vision'];['Fujita, Toshiko', 'Yara, Yuusaku']
1746;Zoids Fuzors;6.44;TV;['Adventure', 'Mecha', 'Sci-Fi', 'Shounen'];[None];['Tokyo Kids'];[None];['Nojima, Kenji', 'Nakamura, Chie', 'Majima, Junji']
32601;12-sai.: Chicchana Mune no Tokimeki;6.43;TV;['Romance', 'School', 'Shoujo'];['OLM'];['Shogakukan-Shueisha Productions', 'AT-X', 'Nippon Columbia', 'Tokyo MX', 'Shogakukan', 'JR East Marketing & Communications', 'Sun TV'];[None];['Horie, Shun', 'Kakuma, Ai', 'Saitou, Souma', 'Kimura, Juri']
9858;Bakusou Kyoudai Let's & Go!! WGP Bousou Mini Yonku Daitsuiseki;6.44;Movie;['Adventure', 'Cars', 'Shounen', 'Sports'];[None];[None];[None];[None, None, None]
5082;Battle Spirits: Shounen Toppa Bashin;6.44;TV;['Game', 'Shounen'];['Sunrise', 'Toei Animation'];['Sotsu', 'Nagoya Broadcasting Network'];[None];['Takagaki, Ayahi', 'Miyake, Kaya', 'Kanda, Akemi', 'Tamura, Mutsumi', 'Kitazawa, Riki', 'Sakamaki, Ryosuke']
2564;Code-E;6.44;TV;['Comedy', 'Romance', 'School', 'Sci-Fi', 'Slice of Life'];['Studio Deen'];['Nagoya Broadcasting Network'];[None];['Hashimoto, Mai', 'Nomura, Katsuhito']
707;Comic Party Specials;6.44;Special;['Comedy', 'Drama'];['OLM'];['KSS'];['Nozomi Entertainment', 'Discotek Media'];['Kikuchi, Masami', 'Sayama, Riko', 'Koorogi, Satomi']
34314;Crayon Shin-chan Gaiden: Omocha Wars;6.44;ONA;['Action', 'Comedy', 'Ecchi', 'Seinen'];[None];['Imagine'];[None];[None]
40690;Crazy Roulette;6.4;Music;['Music'];[None];[None];[None];[None]
33010;FLCL Progressive;6.44;Movie;['Action', 'Comedy', 'Dementia', 'Mecha', 'Parody', 'Sci-Fi'];['Production I.G', 'Signal.MD', 'Production GoodBook'];['Toho Visual Entertainment'];['NYAV Post'];['Hayashibara, Megumi', 'Minase, Inori', 'Sawashiro, Miyuki']
37739;Future Card Shin Buddyfight (Future Card Buddyfight Ace);6.44;TV;['Game'];['Xebec', 'OLM'];[None];[None];['Kobayashi, Daiki']
19367;Galilei Donna;6.44;TV;['Action', 'Sci-Fi', 'Adventure'];['A-1 Pictures'];['Aniplex', 'Dentsu', 'Fuji TV', 'Asahi Production', 'Kyoraku Industrial Holdings'];['Discotek Media', 'Crunchyroll'];['Hidaka, Rina', 'Shindou, Kei', 'Ookubo, Rumi']
8145;Gegege no Kitarou: Nippon Bakuretsu;6.45;Movie;['Action', 'Fantasy', 'Horror', 'Kids', 'Shounen', 'Supernatural'];['Toei Animation'];[None];[None];['Takayama, Minami', 'Tanonaka, Isamu']
7578;Gokinjo Monogatari the Movie (Neighborhood Story The Movie);6.43;Movie;['Comedy', 'Drama', 'Romance'];['Toei Animation'];[None];[None];[None, None]
3190;Guitar wo Motta Shounen: Kikaider vs. Inazuman;6.44;Special;['Sci-Fi', 'Shounen'];[None];['Radix', 'Studio OX'];[None];['Seki, Tomokazu', 'Yamaguchi, Kappei']
31630;"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! (Ace Attorney)";6.45;TV;['Comedy', 'Drama', 'Mystery', 'Police'];['A-1 Pictures'];['Aniplex', 'Yomiuri Telecasting', 'Capcom', 'Trinity Sound'];['Funimation', 'Crunchyroll'];['Tamaki, Masashi', 'Kaji, Yuki', 'Yuuki, Aoi', 'Yumiba, Saori', 'Hiura, Ben']
39884;Hajimari no Sokudo;6.44;Music;['Music'];[None];['Sony Music Entertainment'];[None];[None]
4756;Hello Harinezumi: Satsui no Ryoubun (Domain of Murder);6.44;OVA;['Drama', 'Mystery', 'Psychological', 'Seinen'];['Studio Deen'];['Sony Pictures Entertainment', 'animate Film'];['Central Park Media', 'NYAV Post'];['Nakahara, Shigeru']
36368;Katasumi no Uroko (Scutes on my mind);6.43;Movie;['Adventure', 'Drama', 'Fantasy'];[None];['Geidai Animation'];[None];[None]
20971;Kiniro no Corda: Blue♪Sky (La corda d'oro: Blue♪Sky);6.44;TV;['Harem', 'Music', 'School', 'Shoujo'];['TYO Animations'];['Koei'];[None];['Miyano, Mamoru', 'Konishi, Katsuyuki', 'Hino, Satoshi', 'Fukuyama, Jun', 'Taniyama, Kishou', 'Uchida, Yuuya', 'Takagi, Reiko', 'Masuda, Yuki', 'Kishio, Daisuke', 'Mizuhashi, Kaori']
31156;Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari;6.43;OVA;['Action', 'Drama', 'Magic', 'Fantasy', 'School'];['Diomedea'];[None];['Funimation'];['Matsuoka, Yoshitsugu', 'Touyama, Nao', 'Yamamoto, Nozomi', 'Nomizu, Iori']
31866;Last Exile: Ginyoku no Fam Movie - Over the Wishes;6.45;Movie;['Action', 'Adventure', 'Sci-Fi'];['Gonzo'];[None];[None];[None]
10390;.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!;6.43;Special;['Game', 'Comedy'];['Kinema Citrus'];['Bandai Visual'];[None];[None, None, None]
40835;Aishen Qiaokeli-ing: Wanjie Jinian;6.42;ONA;['Harem', 'Comedy', 'Romance', 'School'];['B.CMAY PICTURES'];['Tencent Animation & Comics'];[None];[None]
5772;Akaneiro ni Somaru Saka: Hardcore;6.43;Special;['Comedy', 'Ecchi', 'Harem', 'Romance'];['TNK'];['Marvelous'];['Sentai Filmworks'];['Hirano, Aya', 'Kugimiya, Rie', 'Hirohashi, Ryou', 'Hatano, Wataru', 'Inoue, Marina', 'Tanaka, Rie', 'Hazuki, Erino', 'Katou, Emiri', 'Fukuhara, Kaori']
810;Android Ana Maico 2010 (Android Announcer Maico 2010);6.43;TV;['Comedy', 'Drama', 'Sci-Fi', 'Seinen'];['Group TAC', 'Animaruya'];['Pony Canyon', 'animate Film', 'Movic'];[None];['Tange, Sakura', 'Okiayu, Ryoutarou']
